county,race,candidate,votes
Mineral,UNITED STATES SENATOR (DEMOCRATIC),"MAHENDRA, SUJEET ""BOBBY""",7
Mineral,UNITED STATES SENATOR (DEMOCRATIC),"SBAIH, JESSE",6
Mineral,UNITED STATES SENATOR (REPUBLICAN),"HELLER, DEAN (INCUMBENT)",381
Mineral,UNITED STATES SENATOR (REPUBLICAN),"HECK, TOM",84
Mineral,UNITED STATES SENATOR (REPUBLICAN),NONE OF THESE CANDIDATES,40
Mineral,UNITED STATES SENATOR (REPUBLICAN),"GAZALA, SARAH",19
Mineral,UNITED STATES SENATOR (REPUBLICAN),"BROOKS, SHERRY",16
Mineral,UNITED STATES SENATOR (REPUBLICAN),"HARRELL, VIC",4
Mineral,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (DEMOCRATIC)","HORSFORD, STEVEN A.",166
Mineral,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (DEMOCRATIC)","SPEARMAN, PATRICIA ""PAT""",38
Mineral,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (DEMOCRATIC)","VILELA, AMY",29
Mineral,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (DEMOCRATIC)","ZELLER, SID",28
Mineral,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (DEMOCRATIC)","STEPHENS, ALLISON",27
Mineral,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (DEMOCRATIC)","ANZALONE, JOHN",16
Mineral,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (REPUBLICAN)","HARDY, CRESENT",218
Mineral,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (REPUBLICAN)","GIBBS, DAVID GLENN",116
Mineral,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (REPUBLICAN)","TOWNSEND, BILL",85
Mineral,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (REPUBLICAN)","WEGNER, KENNETH A.",33
Mineral,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (REPUBLICAN)","MILLER, JEFF",29
Mineral,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (REPUBLICAN)","MONROE, MIKE",25
Mineral,GOVERNOR (DEMOCRATIC),"SISOLAK, STEVE",122
Mineral,GOVERNOR (DEMOCRATIC),"GIUNCHIGLIANI, CHRISTINA ""CHRIS G""",83
Mineral,GOVERNOR (DEMOCRATIC),NONE OF THESE CANDIDATES,63
Mineral,GOVERNOR (DEMOCRATIC),"BONAVENTURA, JOHN",17
Mineral,GOVERNOR (DEMOCRATIC),"THORNS, HENRY",13
Mineral,GOVERNOR (DEMOCRATIC),"JONES, DAVID E.",11
Mineral,GOVERNOR (DEMOCRATIC),"DEWAN, ASHEESH",7
Mineral,GOVERNOR (REPUBLICAN),"LAXALT, ADAM PAUL",391
Mineral,GOVERNOR (REPUBLICAN),NONE OF THESE CANDIDATES,44
Mineral,GOVERNOR (REPUBLICAN),"CARLISLE, STEPHANIE",34
Mineral,GOVERNOR (REPUBLICAN),"FISHER, JARED L.",25
Mineral,GOVERNOR (REPUBLICAN),"SCHWARTZ, DAN",23
Mineral,GOVERNOR (REPUBLICAN),"BOYD, WILLIAM ""BILL""",15
Mineral,GOVERNOR (REPUBLICAN),"LUSAK, STAN",5
Mineral,GOVERNOR (REPUBLICAN),"DUNDAS, EDWARD F.",3
Mineral,GOVERNOR (REPUBLICAN),"CONQUEST, FREDERICK L.",1
Mineral,LIEUTENANT GOVERNOR (DEMOCRATIC),"MARSHALL, KATE",191
Mineral,LIEUTENANT GOVERNOR (DEMOCRATIC),NONE OF THESE CANDIDATES,62
Mineral,LIEUTENANT GOVERNOR (DEMOCRATIC),"HANSEN, LAURIE L.",59
Mineral,LIEUTENANT GOVERNOR (REPUBLICAN),"ROBERSON, MICHAEL",213
Mineral,LIEUTENANT GOVERNOR (REPUBLICAN),NONE OF THESE CANDIDATES,120
Mineral,LIEUTENANT GOVERNOR (REPUBLICAN),"JONES, BRENT A.",78
Mineral,LIEUTENANT GOVERNOR (REPUBLICAN),"HOOVER, EUGENE",59
Mineral,LIEUTENANT GOVERNOR (REPUBLICAN),"MEYERS, GARY ANTHONY",38
Mineral,LIEUTENANT GOVERNOR (REPUBLICAN),"LAFATA, SCOTT ANTHONY",18
Mineral,SECRETARY OF STATE (REPUBLICAN),"CEGAVSKE, BARBARA K. (INCUMBENT)",300
Mineral,SECRETARY OF STATE (REPUBLICAN),"ALDRIDGE, ERNEST C.",134
Mineral,SECRETARY OF STATE (REPUBLICAN),NONE OF THESE CANDIDATES,98
Mineral,STATE TREASURER (REPUBLICAN),"BEERS, BOB",355
Mineral,STATE TREASURER (REPUBLICAN),NONE OF THESE CANDIDATES,100
Mineral,STATE TREASURER (REPUBLICAN),"UEHARA, DEREK",75
Mineral,ATTORNEY GENERAL (DEMOCRATIC),"FORD, AARON",137
Mineral,ATTORNEY GENERAL (DEMOCRATIC),"MACKIE, STUART J.",85
Mineral,ATTORNEY GENERAL (DEMOCRATIC),NONE OF THESE CANDIDATES,84
Mineral,ATTORNEY GENERAL (REPUBLICAN),"DUNCAN, WES",261
Mineral,ATTORNEY GENERAL (REPUBLICAN),"MUELLER, CRAIG",178
Mineral,ATTORNEY GENERAL (REPUBLICAN),NONE OF THESE CANDIDATES,89
Mineral,"STATE ASSEMBLY, DISTRICT 32 (REPUBLICAN)","HANSEN, ALEXIS M.",320
Mineral,"STATE ASSEMBLY, DISTRICT 32 (REPUBLICAN)","FRANSWAY, TOM",179
Mineral,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","CADISH, ELISSA",251
Mineral,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)",NONE OF THESE CANDIDATES,247
Mineral,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","RUTLEDGE, JOHN",201
Mineral,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","ABERASTURI, LEON",150
Mineral,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","TAO, JERRY",78
Mineral,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","LEFEBVRE, ALAN J.",54
Mineral,"UNIVERSITY BOARD OF REGENTS, DISTRICT 9 (NONPARTISAN)","DEL CARLO, CAROL (INCUMBENT)",843
Mineral,COUNTY COMMISSIONER SEAT C (REPUBLICAN),"HOFERER, CHRISTINE",230
Mineral,COUNTY COMMISSIONER SEAT C (REPUBLICAN),"UTTERBACK, JAMES ""GUNNY""",156
Mineral,COUNTY COMMISSIONER SEAT C (REPUBLICAN),"OWENS, BARBARA ""BARB""",113
Mineral,COUNTY COMMISSIONER SEAT C (REPUBLICAN),"OWENS, RUSSELL C.",40
Mineral,RECORDER-AUDITOR (REPUBLICAN),"NIXON, CINDY",382
Mineral,RECORDER-AUDITOR (REPUBLICAN),"GEORGE, CHERRIE",147
Mineral,ASSESSOR (DEMOCRATIC),"CLARK, JANEEN",177
Mineral,ASSESSOR (DEMOCRATIC),"TIPTON, JERRIE",131
Mineral,"HOSPITAL BOARD TRUSTEE, SEAT A (NONPARTISAN)","FITZGERALD, TOM",895
Mineral,"HOSPITAL BOARD TRUSTEE, SEAT B (NONPARTISAN)","SCHUMANN, RICHARD LEE",888
Mineral,"HOSPITAL BOARD TRUSTEE, SEAT C (NONPARTISAN)","WOMACK, KAREN",876
Mineral,MINERAL COUNTY SCHOOL BOARD TRUSTEE (INSIDE-4YRT) (NONPARTISAN),"NEVILLE, KEITH E.",448
Mineral,MINERAL COUNTY SCHOOL BOARD TRUSTEE (INSIDE-4YRT) (NONPARTISAN),"ZIEGLER, DAVID",364
Mineral,MINERAL COUNTY SCHOOL BOARD TRUSTEE (INSIDE-4YRT) (NONPARTISAN),"FARLEY, TERESA",160
Mineral,MINERAL COUNTY SCHOOL BOARD TRUSTEE (OUTSIDE-4YRT) (NONPARTISAN),"BIRCHUM, CANDICE",860
Mineral,MINERAL COUNTY SCHOOL BOARD TRUSTEE (OUTSIDE-2YRT) (NONPARTISAN),"CASTAGNOLA, KATHY (INCUMBENT)",896
Mineral,HAWTHORNE TOWNSHIP CONSTABLE (NONPARTISAN),"SCHAAF, GARY (INCUMBENT)",886
Mineral,"JUSTICE OF THE PEACE, HAWTHORNE TOWNSHIP (NONPARTISAN)","JAMES, MIKE",423
Mineral,"JUSTICE OF THE PEACE, HAWTHORNE TOWNSHIP (NONPARTISAN)","REED, PAULA JOE",341
Mineral,"JUSTICE OF THE PEACE, HAWTHORNE TOWNSHIP (NONPARTISAN)","HATFIELD, BREANNA",135
Mineral,"JUSTICE OF THE PEACE, HAWTHORNE TOWNSHIP (NONPARTISAN)","KENNER, JAMES W.",98
Nye,UNITED STATES SENATOR (DEMOCRATIC),"ROSEN, JACKY",1480
Nye,UNITED STATES SENATOR (DEMOCRATIC),NONE OF THESE CANDIDATES,255
Nye,UNITED STATES SENATOR (DEMOCRATIC),"KNIGHT, DAVID DREW",112
Nye,UNITED STATES SENATOR (DEMOCRATIC),"RHEINHART, ALLEN",99
Nye,UNITED STATES SENATOR (DEMOCRATIC),"BURLEIGH, DANNY",56
Nye,UNITED STATES SENATOR (DEMOCRATIC),"MAHENDRA, SUJEET ""BOBBY""",45
Nye,UNITED STATES SENATOR (DEMOCRATIC),"SBAIH, JESSE",44
Nye,UNITED STATES SENATOR (REPUBLICAN),"HELLER, DEAN (INCUMBENT)",3382
Nye,UNITED STATES SENATOR (REPUBLICAN),"HECK, TOM",970
Nye,UNITED STATES SENATOR (REPUBLICAN),NONE OF THESE CANDIDATES,305
Nye,UNITED STATES SENATOR (REPUBLICAN),"BROOKS, SHERRY",264
Nye,UNITED STATES SENATOR (REPUBLICAN),"GAZALA, SARAH",149
Nye,UNITED STATES SENATOR (REPUBLICAN),"HARRELL, VIC",67
Nye,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (DEMOCRATIC)","HORSFORD, STEVEN A.",1145
Nye,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (DEMOCRATIC)","SPEARMAN, PATRICIA ""PAT""",301
Nye,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (DEMOCRATIC)","VILELA, AMY",208
Nye,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (DEMOCRATIC)","STEPHENS, ALLISON",160
Nye,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (DEMOCRATIC)","ANZALONE, JOHN",143
Nye,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (DEMOCRATIC)","ZELLER, SID",72
Nye,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (REPUBLICAN)","HARDY, CRESENT",2135
Nye,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (REPUBLICAN)","GIBBS, DAVID GLENN",962
Nye,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (REPUBLICAN)","TOWNSEND, BILL",677
Nye,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (REPUBLICAN)","WEGNER, KENNETH A.",511
Nye,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (REPUBLICAN)","MILLER, JEFF",421
Nye,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 4 (REPUBLICAN)","MONROE, MIKE",197
Nye,GOVERNOR (DEMOCRATIC),"SISOLAK, STEVE",1132
Nye,GOVERNOR (DEMOCRATIC),"GIUNCHIGLIANI, CHRISTINA ""CHRIS G""",545
Nye,GOVERNOR (DEMOCRATIC),NONE OF THESE CANDIDATES,172
Nye,GOVERNOR (DEMOCRATIC),"BONAVENTURA, JOHN",101
Nye,GOVERNOR (DEMOCRATIC),"JONES, DAVID E.",86
Nye,GOVERNOR (DEMOCRATIC),"THORNS, HENRY",44
Nye,GOVERNOR (DEMOCRATIC),"DEWAN, ASHEESH",21
Nye,GOVERNOR (REPUBLICAN),"LAXALT, ADAM PAUL",3339
Nye,GOVERNOR (REPUBLICAN),"SCHWARTZ, DAN",409
Nye,GOVERNOR (REPUBLICAN),NONE OF THESE CANDIDATES,388
Nye,GOVERNOR (REPUBLICAN),"BOYD, WILLIAM ""BILL""",337
Nye,GOVERNOR (REPUBLICAN),"CARLISLE, STEPHANIE",305
Nye,GOVERNOR (REPUBLICAN),"FISHER, JARED L.",240
Nye,GOVERNOR (REPUBLICAN),"LUSAK, STAN",55
Nye,GOVERNOR (REPUBLICAN),"CONQUEST, FREDERICK L.",31
Nye,GOVERNOR (REPUBLICAN),"DUNDAS, EDWARD F.",21
Nye,LIEUTENANT GOVERNOR (DEMOCRATIC),"MARSHALL, KATE",1247
Nye,LIEUTENANT GOVERNOR (DEMOCRATIC),"HANSEN, LAURIE L.",490
Nye,LIEUTENANT GOVERNOR (DEMOCRATIC),NONE OF THESE CANDIDATES,323
Nye,LIEUTENANT GOVERNOR (REPUBLICAN),"ROBERSON, MICHAEL",1451
Nye,LIEUTENANT GOVERNOR (REPUBLICAN),"JONES, BRENT A.",1333
Nye,LIEUTENANT GOVERNOR (REPUBLICAN),NONE OF THESE CANDIDATES,912
Nye,LIEUTENANT GOVERNOR (REPUBLICAN),"HOOVER, EUGENE",587
Nye,LIEUTENANT GOVERNOR (REPUBLICAN),"MEYERS, GARY ANTHONY",366
Nye,LIEUTENANT GOVERNOR (REPUBLICAN),"LAFATA, SCOTT ANTHONY",361
Nye,SECRETARY OF STATE (REPUBLICAN),"CEGAVSKE, BARBARA K. (INCUMBENT)",2880
Nye,SECRETARY OF STATE (REPUBLICAN),"ALDRIDGE, ERNEST C.",1433
Nye,SECRETARY OF STATE (REPUBLICAN),NONE OF THESE CANDIDATES,694
Nye,STATE TREASURER (REPUBLICAN),"BEERS, BOB",3080
Nye,STATE TREASURER (REPUBLICAN),"UEHARA, DEREK",1363
Nye,STATE TREASURER (REPUBLICAN),NONE OF THESE CANDIDATES,590
Nye,ATTORNEY GENERAL (DEMOCRATIC),"FORD, AARON",1139
Nye,ATTORNEY GENERAL (DEMOCRATIC),"MACKIE, STUART J.",510
Nye,ATTORNEY GENERAL (DEMOCRATIC),NONE OF THESE CANDIDATES,404
Nye,ATTORNEY GENERAL (REPUBLICAN),"DUNCAN, WES",2543
Nye,ATTORNEY GENERAL (REPUBLICAN),"MUELLER, CRAIG",1889
Nye,ATTORNEY GENERAL (REPUBLICAN),NONE OF THESE CANDIDATES,594
Nye,"STATE ASSEMBLY, DISTRICT 32 (REPUBLICAN)","HANSEN, ALEXIS M.",184
Nye,"STATE ASSEMBLY, DISTRICT 32 (REPUBLICAN)","FRANSWAY, TOM",115
Nye,"STATE ASSEMBLY, DISTRICT 36 (REPUBLICAN)","HOF, DENNIS",2372
Nye,"STATE ASSEMBLY, DISTRICT 36 (REPUBLICAN)","OSCARSON, JAMES (INCUMBENT)",1465
Nye,"STATE ASSEMBLY, DISTRICT 36 (REPUBLICAN)","BRADLEY, JOSEPH J.",978
Nye,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","CADISH, ELISSA",2434
Nye,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)",NONE OF THESE CANDIDATES,1665
Nye,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","TAO, JERRY",1387
Nye,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","RUTLEDGE, JOHN",1267
Nye,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","ABERASTURI, LEON",899
Nye,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","LEFEBVRE, ALAN J.",586
Nye,COUNTY COMMISSIONER DISTRICT IV (REPUBLICAN),"BLUNDO, LEO",355
Nye,COUNTY COMMISSIONER DISTRICT IV (REPUBLICAN),"TRENNER, TINA",347
Nye,COUNTY COMMISSIONER DISTRICT IV (REPUBLICAN),"BOSKOVICH, RON",322
Nye,COUNTY COMMISSIONER DISTRICT IV (REPUBLICAN),"TURNER, WALT",136
Nye,COUNTY COMMISSIONER DISTRICT V (REPUBLICAN),"STRICKLAND, DEBRA",446
Nye,COUNTY COMMISSIONER DISTRICT V (REPUBLICAN),"SCHINHOFEN, DAN (INCUMBENT)",388
Nye,COUNTY COMMISSIONER DISTRICT V (REPUBLICAN),"LILLY, DWIGHT",287
Nye,COUNTY COMMISSIONER DISTRICT V (REPUBLICAN),"MARCHETTI, LEO B.",101
Nye,COUNTY DISTRICT ATTORNEY (REPUBLICAN),"ARABIA, CHRIS",2516
Nye,COUNTY DISTRICT ATTORNEY (REPUBLICAN),"BELLO, ANGELA A. (INCUMBENT)",2478
Nye,COUNTY PUBLIC ADMINISTRATOR (REPUBLICAN),"STUMNE, GINGER L. (INCUMBENT)",3268
Nye,COUNTY PUBLIC ADMINISTRATOR (REPUBLICAN),"HAMPTON, OREN E.",1467
Nye,COUNTY TREASURER (REPUBLICAN),"WEBSTER, PAM (INCUMBENT)",1745
Nye,COUNTY TREASURER (REPUBLICAN),"BORASKY, A. BUTCH",1297
Nye,COUNTY TREASURER (REPUBLICAN),"PRUDHONT, JOHN",1264
Nye,COUNTY TREASURER (REPUBLICAN),"ZLOTEK, MARY DAWN",651
Nye,NORTHERN NYE COUNTY HOSPITAL DISTRICT BOARD OF TRUSTEES 2YR (NONPARTISAN),"GREBER, KARMIN",611
Nye,COUNTY SCHOOL BOARD TRUSTEES AREA I (NONPARTISAN),"MORONES, ROGER",740
Nye,COUNTY SCHOOL BOARD TRUSTEES AREA III (NONPARTISAN),"OWENS, MARK",430
Nye,COUNTY SCHOOL BOARD TRUSTEES AREA III (NONPARTISAN),"RUST, DONALD E.",226
Nye,COUNTY SCHOOL BOARD TRUSTEES AREA III (NONPARTISAN),"GRANT, RAY T.",177
Nye,COUNTY SCHOOL BOARD TRUSTEES AREA III (NONPARTISAN),"NORVELL, JOHN A.",164
Nye,COUNTY SCHOOL BOARD TRUSTEES AREA VII (NONPARTISAN),"SUTTON, TIM (INCUMBENT)",1082
Nye,COUNTY SHERIFF (NONPARTISAN),"WEHRLY, SHARON A. (INCUMBENT)",2861
Nye,COUNTY SHERIFF (NONPARTISAN),"DEMEO, TONY",2457
Nye,COUNTY SHERIFF (NONPARTISAN),"HIEBERT, DAVID",1348
Nye,COUNTY SHERIFF (NONPARTISAN),"KULKIN, ASA",554
Nye,COUNTY SHERIFF (NONPARTISAN),"MIELZYNSKI, RAY ""THE FLAGMAN""",474
Nye,COUNTY SHERIFF (NONPARTISAN),"CHAMPION, DAVE",463
Nye,COUNTY SHERIFF (NONPARTISAN),"BUTLER, GERALD C.",169
Nye,COUNTY SHERIFF (NONPARTISAN),"MOFFETT, JOE",152
Nye,COUNTY SHERIFF (NONPARTISAN),"REX, KENNETH",43
Nye,COUNTY SHERIFF (NONPARTISAN),"PFAFF, TASHA",38
Nye,JUSTICE OF THE PEACE PAHRUMP DEPARTMENT 1 (NONPARTISAN),"CHAMLEE, LISA",3431
Nye,JUSTICE OF THE PEACE PAHRUMP DEPARTMENT 1 (NONPARTISAN),"CARBONE, FRANK",1773
Nye,JUSTICE OF THE PEACE PAHRUMP DEPARTMENT 1 (NONPARTISAN),"JONES, RANDY",993
Nye,JUSTICE OF THE PEACE PAHRUMP DEPARTMENT 1 (NONPARTISAN),"PAWLIUK, WARREN",618
Nye,JUSTICE OF THE PEACE PAHRUMP DEPARTMENT 1 (NONPARTISAN),"HAMILTON, RICHARD F.",252
Nye,JUSTICE OF THE PEACE PAHRUMP DEPARTMENT 1 (NONPARTISAN),"MARTIN, ROBERT M.",194
Nye,JUSTICE OF THE PEACE BEATTY (NONPARTISAN),"SULLIVAN, GUS (INCUMBENT)",292
Nye,JUSTICE OF THE PEACE TONOPAH (NONPARTISAN),"KLAPPER, JENNIFER (INCUMBENT)",623
Pershing,UNITED STATES SENATOR (DEMOCRATIC),"ROSEN, JACKY",121
Pershing,UNITED STATES SENATOR (DEMOCRATIC),NONE OF THESE CANDIDATES,47
Pershing,UNITED STATES SENATOR (DEMOCRATIC),"KNIGHT, DAVID DREW",14
Pershing,UNITED STATES SENATOR (DEMOCRATIC),"RHEINHART, ALLEN",12
Pershing,UNITED STATES SENATOR (DEMOCRATIC),"BURLEIGH, DANNY",6
Pershing,UNITED STATES SENATOR (DEMOCRATIC),"MAHENDRA, SUJEET ""BOBBY""",3
Pershing,UNITED STATES SENATOR (DEMOCRATIC),"SBAIH, JESSE",3
Pershing,UNITED STATES SENATOR (REPUBLICAN),"HELLER, DEAN (INCUMBENT)",465
Pershing,UNITED STATES SENATOR (REPUBLICAN),"HECK, TOM",152
Pershing,UNITED STATES SENATOR (REPUBLICAN),NONE OF THESE CANDIDATES,34
Pershing,UNITED STATES SENATOR (REPUBLICAN),"BROOKS, SHERRY",24
Pershing,UNITED STATES SENATOR (REPUBLICAN),"GAZALA, SARAH",15
Pershing,UNITED STATES SENATOR (REPUBLICAN),"HARRELL, VIC",8
Pershing,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (DEMOCRATIC)","SHEPHERD, RICK",56
Pershing,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (DEMOCRATIC)","FOGARTY, PATRICK",45
Pershing,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (DEMOCRATIC)","ALM, VANCE",28
Pershing,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (DEMOCRATIC)","KOBLE, CLINT",21
Pershing,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (DEMOCRATIC)","HURLEY, JESSE DOUGLAS",18
Pershing,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (DEMOCRATIC)","SCHOFIELD JR., JACK L.",17
Pershing,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (REPUBLICAN)","AMODEI, MARK E. (INCUMBENT)",485
Pershing,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (REPUBLICAN)","ANGLE, SHARRON",130
Pershing,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (REPUBLICAN)","BECK, JOEL",52
Pershing,"U.S. REPRESENTATIVE IN CONGRESS, DISTRICT 2 (REPUBLICAN)","LUETKEHANS, IAN",15
Pershing,GOVERNOR (DEMOCRATIC),"SISOLAK, STEVE",83
Pershing,GOVERNOR (DEMOCRATIC),"GIUNCHIGLIANI, CHRISTINA ""CHRIS G""",52
Pershing,GOVERNOR (DEMOCRATIC),NONE OF THESE CANDIDATES,41
Pershing,GOVERNOR (DEMOCRATIC),"JONES, DAVID E.",9
Pershing,GOVERNOR (DEMOCRATIC),"BONAVENTURA, JOHN",7
Pershing,GOVERNOR (DEMOCRATIC),"DEWAN, ASHEESH",7
Pershing,GOVERNOR (DEMOCRATIC),"THORNS, HENRY",5
Pershing,GOVERNOR (REPUBLICAN),"LAXALT, ADAM PAUL",508
Pershing,GOVERNOR (REPUBLICAN),"SCHWARTZ, DAN",42
Pershing,GOVERNOR (REPUBLICAN),"BOYD, WILLIAM ""BILL""",41
Pershing,GOVERNOR (REPUBLICAN),NONE OF THESE CANDIDATES,38
Pershing,GOVERNOR (REPUBLICAN),"CARLISLE, STEPHANIE",37
Pershing,GOVERNOR (REPUBLICAN),"FISHER, JARED L.",22
Pershing,GOVERNOR (REPUBLICAN),"LUSAK, STAN",4
Pershing,GOVERNOR (REPUBLICAN),"DUNDAS, EDWARD F.",3
Pershing,GOVERNOR (REPUBLICAN),"CONQUEST, FREDERICK L.",0
Pershing,LIEUTENANT GOVERNOR (DEMOCRATIC),"MARSHALL, KATE",143
Pershing,LIEUTENANT GOVERNOR (DEMOCRATIC),NONE OF THESE CANDIDATES,33
Pershing,LIEUTENANT GOVERNOR (DEMOCRATIC),"HANSEN, LAURIE L.",24
Pershing,LIEUTENANT GOVERNOR (REPUBLICAN),"ROBERSON, MICHAEL",274
Pershing,LIEUTENANT GOVERNOR (REPUBLICAN),NONE OF THESE CANDIDATES,126
Pershing,LIEUTENANT GOVERNOR (REPUBLICAN),"JONES, BRENT A.",119
Pershing,LIEUTENANT GOVERNOR (REPUBLICAN),"MEYERS, GARY ANTHONY",59
Pershing,LIEUTENANT GOVERNOR (REPUBLICAN),"HOOVER, EUGENE",54
Pershing,LIEUTENANT GOVERNOR (REPUBLICAN),"LAFATA, SCOTT ANTHONY",47
Pershing,SECRETARY OF STATE (REPUBLICAN),"CEGAVSKE, BARBARA K. (INCUMBENT)",386
Pershing,SECRETARY OF STATE (REPUBLICAN),"ALDRIDGE, ERNEST C.",207
Pershing,SECRETARY OF STATE (REPUBLICAN),NONE OF THESE CANDIDATES,92
Pershing,STATE TREASURER (REPUBLICAN),"BEERS, BOB",428
Pershing,STATE TREASURER (REPUBLICAN),"UEHARA, DEREK",158
Pershing,STATE TREASURER (REPUBLICAN),NONE OF THESE CANDIDATES,95
Pershing,ATTORNEY GENERAL (DEMOCRATIC),"FORD, AARON",97
Pershing,ATTORNEY GENERAL (DEMOCRATIC),NONE OF THESE CANDIDATES,55
Pershing,ATTORNEY GENERAL (DEMOCRATIC),"MACKIE, STUART J.",49
Pershing,ATTORNEY GENERAL (REPUBLICAN),"DUNCAN, WES",444
Pershing,ATTORNEY GENERAL (REPUBLICAN),"MUELLER, CRAIG",179
Pershing,ATTORNEY GENERAL (REPUBLICAN),NONE OF THESE CANDIDATES,63
Pershing,"STATE ASSEMBLY, DISTRICT 32 (REPUBLICAN)","FRANSWAY, TOM",376
Pershing,"STATE ASSEMBLY, DISTRICT 32 (REPUBLICAN)","HANSEN, ALEXIS M.",295
Pershing,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","ABERASTURI, LEON",244
Pershing,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","CADISH, ELISSA",237
Pershing,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)",NONE OF THESE CANDIDATES,183
Pershing,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","RUTLEDGE, JOHN",147
Pershing,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","TAO, JERRY",121
Pershing,"SUPREME COURT JUSTICE, SEAT C (NONPARTISAN)","LEFEBVRE, ALAN J.",61
Pershing,PERSHING COUNTY ASSESSOR (REPUBLICAN),"BASSO-CERINI, LAUREEN E. (INCUMBENT)",472
Pershing,PERSHING COUNTY ASSESSOR (REPUBLICAN),"HODGES, MACKENZIE",216
Pershing,"PERSHING COUNTY COMMISSIONER, SEAT C (REPUBLICAN)","SHANK, CAROL A. (INCUMBENT)",322
Pershing,"PERSHING COUNTY COMMISSIONER, SEAT C (REPUBLICAN)","HUDSON, SHAYLA",252
Pershing,"PERSHING COUNTY COMMISSIONER, SEAT C (REPUBLICAN)","SKELTON, DAVID",109
Pershing,"SCHOOL DISTRICT BOARD OF TRUSTEES, SEAT A (NONPARTISAN)","EVANS, JAMES (INCUMBENT)",877
Pershing,"SCHOOL DISTRICT BOARD OF TRUSTEES, SEAT C (NONPARTISAN)","PLUMMER, CINDY",406
Pershing,"SCHOOL DISTRICT BOARD OF TRUSTEES, SEAT C (NONPARTISAN)","RACKLEY, BARBARA",268
Pershing,"SCHOOL DISTRICT BOARD OF TRUSTEES, SEAT C (NONPARTISAN)","FENNER, ANN-MARIE",194
Pershing,"SCHOOL DISTRICT BOARD OF TRUSTEES, SEAT C (NONPARTISAN)","HUDSON, MICHAEL",116
Pershing,SHERIFF (NONPARTISAN),"ALLEN, JERRY (INCUMBENT)",928
Pershing,JUSTICE OF THE PEACE (NONPARTISAN),"STEPHENS, KAREN (INCUMBENT)",916
Storey,UNITED STATES SENATOR (DEMOCRATIC),"ROSEN, JACKY",241
Storey,UNITED STATES SENATOR (DEMOCRATIC),NONE OF THESE CANDIDATES,60
