county name,race name,candidate,party,early votes,election day votes,absentee votes,total votes
Montgomery,"U.S. Senator

Republican Candidates ",Chris Chaffee,Republican,353,,0,"1,881"
Montgomery,"U.S. Senator

Republican Candidates ",Evan M. Cronhardt,Republican,77,,0,392
Montgomery,"U.S. Senator

Republican Candidates ",Nnabu Eze,Republican,63,,0,363
Montgomery,"U.S. Senator

Republican Candidates ",John R. Graziani,Republican,144,,0,862
Montgomery,"U.S. Senator

Republican Candidates ",Christina J. Grigorian,Republican,674,,0,"3,710"
Montgomery,"U.S. Senator

Republican Candidates ",Albert Binyahmin Howard,Republican,65,,0,285
Montgomery,"U.S. Senator

Republican Candidates ",Bill Krehnbrink,Republican,65,,0,304
Montgomery,"U.S. Senator

Republican Candidates ","Gerald I. Smith, Jr.",Republican,116,,0,508
Montgomery,"U.S. Senator

Republican Candidates ",Blaine Taylor,Republican,142,,0,708
Montgomery,"U.S. Senator

Republican Candidates ",Brian Charles Vaeth,Republican,60,,0,276
Montgomery,Democratic Candidates ,Ben Cardin,Democratic,"26,578",,0,"95,951"
Montgomery,Democratic Candidates ,Erik Jetmir,Democratic,334,,0,"1,554"
Montgomery,Democratic Candidates ,Chelsea Manning,Democratic,"1,429",,0,"6,267"
Montgomery,Democratic Candidates ,Marcia H. Morgan,Democratic,555,,0,"2,606"
Montgomery,Democratic Candidates ,"Jerome ""Jerry"" Segal",Democratic,957,,0,"4,897"
Montgomery,Democratic Candidates ,"Richard ""Rikki"" Vaughn",Democratic,307,,0,"1,474"
Montgomery,Democratic Candidates ,"Debbie ""Rica"" Wilson",Democratic,605,,0,"2,983"
Montgomery,Democratic Candidates ,Lih Young,Democratic,446,,0,"2,098"
Montgomery,"Representative in Congress

District 3
Republican Candidates ",Charles Anthony,Republican,141,,0,633
Montgomery,"Representative in Congress

District 3
Republican Candidates ","Thomas E. ""Pinkston"" Harris",Republican,88,,0,463
Montgomery,"Representative in Congress

District 3
Republican Candidates ",Rob Seyfferth,Republican,47,,0,275
Montgomery,Democratic Candidates ,Adam D. DeMarco,Democratic,171,,0,947
Montgomery,Democratic Candidates ,John Rea,Democratic,66,,0,323
Montgomery,Democratic Candidates ,Eduardo Rosas,Democratic,175,,0,951
Montgomery,Democratic Candidates ,John Sarbanes,Democratic,"2,788",,0,"9,020"
Montgomery,"District 6
Republican Candidates ",Kurt Elsasser,Republican,99,,0,575
Montgomery,"District 6
Republican Candidates ",Amie Hoeber,Republican,739,,0,"3,758"
Montgomery,"District 6
Republican Candidates ",Lisa Lloyd,Republican,251,,0,"1,333"
Montgomery,"District 6
Republican Candidates ",Bradley St. Rohrs,Republican,78,,0,431
Montgomery,Democratic Candidates ,Andrew Duck,Democratic,234,,0,806
Montgomery,Democratic Candidates ,George English,Democratic,68,,0,365
Montgomery,Democratic Candidates ,Chris Graves,Democratic,107,,0,549
Montgomery,Democratic Candidates ,Nadia Hashimi,Democratic,764,,0,"3,965"
Montgomery,Democratic Candidates ,Christopher Hearsey,Democratic,58,,0,272
Montgomery,Democratic Candidates ,Roger Manno,Democratic,971,,0,"3,412"
Montgomery,Democratic Candidates ,Aruna Miller,Democratic,"3,808",,0,"13,497"
Montgomery,Democratic Candidates ,David Trone,Democratic,"3,239",,0,"12,546"
Montgomery,"District 8
Republican Candidates ",Bridgette L. Cooper,Republican,419,,0,"2,463"
Montgomery,"District 8
Republican Candidates ",John Walsh,Republican,350,,0,"2,117"
Montgomery,"District 8
Republican Candidates ",Victor Williams,Republican,333,,0,"1,329"
Montgomery,Democratic Candidates ,Utam Paul,Democratic,483,,0,"2,320"
Montgomery,Democratic Candidates ,Jamie Raskin,Democratic,"17,690",,0,"65,260"
Montgomery,Democratic Candidates ,Summer Spring,Democratic,606,,0,"3,191"
Montgomery,"State Senator

District 14
Republican Candidates ",Robert Drozd,Republican,484,,0,"2,244"
Montgomery,Democratic Candidates ,Craig J. Zucker,Democratic,"3,751",,0,"12,436"
Montgomery,"District 15
Republican Candidates ",David Wilson,Republican,456,,0,"2,197"
Montgomery,Democratic Candidates ,Brian J. Feldman,Democratic,"3,213",,0,"11,066"
Montgomery,Democratic Candidates ,Hongjun Xin,Democratic,418,,0,"1,775"
Montgomery,"District 16
Republican Candidates ",Marcus Alzona,Republican,271,,0,"1,647"
Montgomery,Democratic Candidates ,Susan C. Lee,Democratic,"3,858",,0,"17,526"
Montgomery,"District 17
Republican Candidates ",Josephine J. Wang,Republican,226,,0,"1,253"
Montgomery,Democratic Candidates ,Cheryl C. Kagan,Democratic,"2,800",,0,"10,548"
Montgomery,"District 18
Democratic Candidates ",Dana Beyer,Democratic,"1,414",,0,"6,013"
Montgomery,"District 18
Democratic Candidates ",Michelle Carhart,Democratic,444,,0,"2,170"
Montgomery,"District 18
Democratic Candidates ",Jeff Waldstreicher,Democratic,"2,080",,0,"8,055"
Montgomery,"District 19
Republican Candidates ","Alirio E. Martinez, Jr.",Republican,299,,0,"1,673"
Montgomery,Democratic Candidates ,Ben Kramer,Democratic,"3,363",,0,"12,684"
Montgomery,"District 20
Republican Candidates ",Dwight Patel,Republican,151,,0,618
Montgomery,Democratic Candidates ,Will Smith,Democratic,"4,966",,0,"15,552"
Montgomery,"District 39
Republican Candidates ",Al Phillips,Republican,236,,0,"1,290"
Montgomery,Democratic Candidates ,Nancy J. King,Democratic,"2,175",,0,"8,848"
Montgomery,"House of Delegates

District 14
Republican Candidates ",Kevin Dorrance,Republican,430,,0,"2,004"
Montgomery,"House of Delegates

District 14
Republican Candidates ",Patricia Fenati,Republican,492,,0,"2,188"
Montgomery,"House of Delegates

District 14
Republican Candidates ",Michael A. Ostroff,Republican,445,,0,"2,029"
Montgomery,Democratic Candidates ,Anne R. Kaiser,Democratic,"3,405",,0,"11,127"
Montgomery,Democratic Candidates ,Eric Luedtke,Democratic,"2,908",,0,"8,912"
Montgomery,Democratic Candidates ,Pamela Queen,Democratic,"3,219",,0,"10,506"
Montgomery,Democratic Candidates ,Paul Ransom,Democratic,769,,0,"2,891"
Montgomery,"District 15
Republican Candidates ",Laurie Halverson,Republican,447,,0,"2,116"
Montgomery,"District 15
Republican Candidates ",Harvey Jacobs,Republican,423,,0,"2,024"
Montgomery,"District 15
Republican Candidates ",Marc A. King,Republican,414,,0,"1,979"
Montgomery,Democratic Candidates ,Anis Ahmed,Democratic,426,,0,"1,946"
Montgomery,Democratic Candidates ,Kathleen Dumais,Democratic,"2,347",,0,"7,564"
Montgomery,Democratic Candidates ,David Fraser-Hidalgo,Democratic,"1,776",,0,"5,710"
Montgomery,Democratic Candidates ,Amy Frieder,Democratic,"1,373",,0,"4,892"
Montgomery,Democratic Candidates ,Hamza Sarwar Khan,Democratic,295,,0,"1,159"
Montgomery,Democratic Candidates ,Kevin Mack,Democratic,"1,215",,0,"3,942"
Montgomery,Democratic Candidates ,Tony Puca,Democratic,193,,0,702
Montgomery,Democratic Candidates ,Lily Qi,Democratic,"1,624",,0,"6,035"
Montgomery,Democratic Candidates ,Andy Van Wye,Democratic,476,,0,"1,924"
Montgomery,"District 16
Republican Candidates ",Bill Day,Republican,278,,0,"1,734"
Montgomery,Democratic Candidates ,Jordan Cooper,Democratic,584,,0,"3,292"
Montgomery,Democratic Candidates ,Nuchhi Currier,Democratic,308,,0,"1,930"
Montgomery,Democratic Candidates ,Joseph Aloysius Hennessey,Democratic,190,,0,"1,042"
Montgomery,Democratic Candidates ,Ariana Kelly,Democratic,"2,501",,0,"10,925"
Montgomery,Democratic Candidates ,Marc Korman,Democratic,"2,909",,0,"12,181"
Montgomery,Democratic Candidates ,Marc Lande,Democratic,103,,0,504
Montgomery,Democratic Candidates ,Sara Love,Democratic,"2,294",,0,"10,185"
Montgomery,Democratic Candidates ,Samir Paul,Democratic,"2,407",,0,"10,303"
Montgomery,"District 17
Republican Candidates ",George Ivan Hernandez,Republican,215,,0,"1,224"
Montgomery,Democratic Candidates ,Esam Al-Shareffi,Democratic,344,,0,"1,526"
Montgomery,Democratic Candidates ,Kumar P. Barve,Democratic,"2,253",,0,"7,848"
Montgomery,Democratic Candidates ,Jim Gilchrist,Democratic,"1,631",,0,"6,073"
Montgomery,Democratic Candidates ,Julian Haffner,Democratic,"1,161",,0,"4,031"
Montgomery,Democratic Candidates ,Julie Palakovich Carr,Democratic,"2,103",,0,"7,415"
Montgomery,Democratic Candidates ,Rebecca Smondrowski,Democratic,803,,0,"3,248"
Montgomery,"District 18
Republican Candidates ",Linda Willard,Republican,187,,0,"1,089"
Montgomery,Democratic Candidates ,Al Carr,Democratic,"2,512",,0,"9,379"
Montgomery,Democratic Candidates ,Ron Franks,Democratic,303,,0,"1,349"
Montgomery,Democratic Candidates ,Mila Johns,Democratic,860,,0,"3,829"
Montgomery,Democratic Candidates ,Helga Luest,Democratic,290,,0,"1,249"
Montgomery,Democratic Candidates ,Leslie Milano,Democratic,"1,352",,0,"6,026"
Montgomery,Democratic Candidates ,Joel Rubin,Democratic,"1,228",,0,"4,791"
Montgomery,Democratic Candidates ,Emily Shetty,Democratic,"2,066",,0,"8,383"
Montgomery,Democratic Candidates ,Jared Solomon,Democratic,"1,920",,0,"7,494"
Montgomery,"District 19
Republican Candidates ",Helen Domenici,Republican,279,,0,"1,471"
Montgomery,"District 19
Republican Candidates ",Dave Pasti,Republican,300,,0,"1,693"
Montgomery,"District 19
Republican Candidates ",Martha Schaerr,Republican,286,,0,"1,521"
Montgomery,Democratic Candidates ,Brian Crider,Democratic,771,,0,"3,037"
Montgomery,Democratic Candidates ,Charlotte Crutchfield,Democratic,"1,866",,0,"6,166"
Montgomery,Democratic Candidates ,Bonnie Cullison,Democratic,"2,063",,0,"7,209"
Montgomery,Democratic Candidates ,Marlin Jenkins,Democratic,"1,237",,0,"4,531"
Montgomery,Democratic Candidates ,Maricé Ivette Morales,Democratic,"1,540",,0,"5,492"
Montgomery,Democratic Candidates ,Vaughn Stewart,Democratic,"1,539",,0,"5,939"
Montgomery,Democratic Candidates ,Carl Ward,Democratic,353,,0,"1,830"
Montgomery,Democratic Candidates ,"Jade Wiles, Jr.",Democratic,212,,0,855
Montgomery,"District 20
Democratic Candidates ",Fatmata Barrie,Democratic,"1,235",,0,"3,959"
Montgomery,"District 20
Democratic Candidates ",Lorig Charkoudian,Democratic,"2,897",,0,"8,595"
Montgomery,"District 20
Democratic Candidates ",Malik Lendzondzo,Democratic,349,,0,"1,085"
Montgomery,"District 20
Democratic Candidates ",David Moon,Democratic,"4,133",,0,"12,849"
Montgomery,"District 20
Democratic Candidates ",Darian Unger,Democratic,"2,083",,0,"6,599"
Montgomery,"District 20
Democratic Candidates ",Jheanelle Wilkins,Democratic,"3,609",,0,"11,076"
Montgomery,"District 20
Democratic Candidates ",George Zokle,Democratic,565,,0,"1,587"
Montgomery,"District 39
Republican Candidates ",Verelyn Gibbs Watson,Republican,237,,0,"1,309"
Montgomery,Democratic Candidates ,Gabriel Acevero,Democratic,"1,192",,0,"4,874"
Montgomery,Democratic Candidates ,Bobby Bartlett,Democratic,503,,0,"2,372"
Montgomery,Democratic Candidates ,Andy Hoverman,Democratic,252,,0,"1,205"
Montgomery,Democratic Candidates ,Lesley J. Lopez,Democratic,"1,269",,0,"5,142"
Montgomery,Democratic Candidates ,Kirill Reznik,Democratic,"1,369",,0,"4,811"
Montgomery,Democratic Candidates ,Shane Robinson,Democratic,"1,311",,0,"4,677"
Montgomery,Democratic Candidates ,Clint Sobratti,Democratic,250,,0,"1,089"
Montgomery,"Judge of the Circuit Court

Judicial Circuit 6
Republican Ballot ",James A. Bonifant,,"2,016",,0,"10,337"
Montgomery,"Judge of the Circuit Court

Judicial Circuit 6
Republican Ballot ",Jeannie E. Cho,,"1,996",,0,"9,973"
Montgomery,"Judge of the Circuit Court

Judicial Circuit 6
Republican Ballot ",Jill Reid Cummins,,"2,003",,0,"9,925"
Montgomery,"Judge of the Circuit Court

Judicial Circuit 6
Republican Ballot ",Debra L. Dwyer,,"2,089",,0,"10,363"
Montgomery,"Judge of the Circuit Court

Judicial Circuit 6
Republican Ballot ",Kevin G. Hessler,,"1,923",,0,"9,760"
Montgomery,"Judge of the Circuit Court

Judicial Circuit 6
Republican Ballot ",David W. Lease,,"1,884",,0,"9,451"
Montgomery,"Judge of the Circuit Court

Judicial Circuit 6
Republican Ballot ",Marylin Pierre,,"1,029",,0,"5,413"
Montgomery,"Judge of the Circuit Court

Judicial Circuit 6
Republican Ballot ",Margaret Marie Schweitzer,,"1,933",,0,"9,472"
Montgomery,Democratic Ballot ,James A. Bonifant,,"17,882",,0,"62,876"
Montgomery,Democratic Ballot ,Jeannie E. Cho,,"20,595",,0,"74,024"
Montgomery,Democratic Ballot ,Jill Reid Cummins,,"20,515",,0,"72,486"
Montgomery,Democratic Ballot ,Debra L. Dwyer,,"20,811",,0,"74,453"
Montgomery,Democratic Ballot ,Kevin G. Hessler,,"17,296",,0,"60,537"
Montgomery,Democratic Ballot ,David W. Lease,,"16,532",,0,"56,957"
Montgomery,Democratic Ballot ,Marylin Pierre,,"12,283",,0,"46,405"
Montgomery,Democratic Ballot ,Margaret Marie Schweitzer,,"19,641",,0,"69,959"
Prince George's,"Governor / Lt. Governor

Republican Candidates ",Larry Hogan and Boyd K. Rutherford,Republican,"1,000",,0,"4,572"
Prince George's,Democratic Candidates ,"Rushern L. Baker, III and Elizabeth Embry",Democratic,"19,842",,0,"60,534"
Prince George's,Democratic Candidates ,Ralph Jaffe and Freda Jaffe,Democratic,543,,0,"1,812"
Prince George's,Democratic Candidates ,Ben Jealous and Susan Turnbull,Democratic,"13,804",,0,"45,862"
Prince George's,Democratic Candidates ,"James Hugh Jones, II and Charles S. Waters",Democratic,565,,0,"2,162"
Prince George's,Democratic Candidates ,Valerie Ervin and Marisol Johnson *,Democratic,435,,0,"1,532"
Prince George's,Democratic Candidates ,Rich Madaleno and Luwanda Jenkins,Democratic,548,,0,"1,992"
Prince George's,Democratic Candidates ,Alec Ross and Julie C. Verratti,Democratic,408,,0,"1,365"
Prince George's,Democratic Candidates ,Jim Shea and Brandon M. Scott,Democratic,561,,0,"1,623"
Prince George's,Democratic Candidates ,Krish O'Mara Vignarajah and Sharon Y. Blake,Democratic,"1,306",,0,"4,397"
Prince George's,"Comptroller

Republican Candidates ",Anjali Reed Phukan,Republican,792,,0,"3,599"
Prince George's,Democratic Candidates ,Peter Franchot,Democratic,"34,246",,0,"105,738"
Prince George's,"Attorney General

Republican Candidates ",Craig Wolf,Republican,867,,0,"3,906"
Prince George's,Democratic Candidates ,Brian E. Frosh,Democratic,"33,873",,0,"105,579"
Prince George's,"U.S. Senator

Republican Candidates ",Tony Campbell,Republican,230,,0,"1,197"
Prince George's,"U.S. Senator

Republican Candidates ",Chris Chaffee,Republican,246,,0,"1,031"
Prince George's,"U.S. Senator

Republican Candidates ",Evan M. Cronhardt,Republican,25,,0,125
Prince George's,"U.S. Senator

Republican Candidates ",Nnabu Eze,Republican,57,,0,216
Prince George's,"U.S. Senator

Republican Candidates ",John R. Graziani,Republican,61,,0,279
Prince George's,"U.S. Senator

Republican Candidates ",Christina J. Grigorian,Republican,151,,0,764
Prince George's,"U.S. Senator

Republican Candidates ",Albert Binyahmin Howard,Republican,19,,0,84
Prince George's,"U.S. Senator

Republican Candidates ",Bill Krehnbrink,Republican,28,,0,117
Prince George's,"U.S. Senator

Republican Candidates ","Gerald I. Smith, Jr.",Republican,56,,0,226
Prince George's,"U.S. Senator

Republican Candidates ",Blaine Taylor,Republican,44,,0,173
Prince George's,"U.S. Senator

Republican Candidates ",Brian Charles Vaeth,Republican,21,,0,92
Prince George's,Democratic Candidates ,Ben Cardin,Democratic,"33,034",,0,"99,725"
Prince George's,Democratic Candidates ,Erik Jetmir,Democratic,346,,0,"1,404"
Prince George's,Democratic Candidates ,Chelsea Manning,Democratic,"1,579",,0,"6,453"
Prince George's,Democratic Candidates ,Marcia H. Morgan,Democratic,"1,035",,0,"4,015"
Prince George's,Democratic Candidates ,"Jerome ""Jerry"" Segal",Democratic,565,,0,"2,673"
Prince George's,Democratic Candidates ,"Richard ""Rikki"" Vaughn",Democratic,421,,0,"1,727"
Prince George's,Democratic Candidates ,"Debbie ""Rica"" Wilson",Democratic,"1,079",,0,"4,192"
Prince George's,Democratic Candidates ,Lih Young,Democratic,349,,0,"1,267"
Prince George's,"Representative in Congress

District 4
Republican Candidates ",George McDermott,Republican,346,,0,"1,532"
Prince George's,Democratic Candidates ,Anthony G. Brown,Democratic,"20,960",,0,"66,196"
Prince George's,"District 5
Republican Candidates ","William A. Devine, III",Republican,292,,0,"1,370"
Prince George's,"District 5
Republican Candidates ",Johnny Rice,Republican,213,,0,982
Prince George's,Democratic Candidates ,Dennis L. Fritz,Democratic,"1,780",,0,"7,126"
Prince George's,Democratic Candidates ,Steny H. Hoyer,Democratic,"14,341",,0,"43,498"
Prince George's,"State Senator

District 21
Republican Candidates ",Lee Havis,Republican,141,,0,706
Prince George's,Democratic Candidates ,Jim Rosapepe,Democratic,"2,385",,0,"8,188"
Prince George's,"District 22
Democratic Candidates ",Paul G. Pinsky,Democratic,"3,024",,0,"11,882"
Prince George's,"District 23
Democratic Candidates ",Tim Adams,Democratic,"3,041",,0,"9,062"
Prince George's,"District 23
Democratic Candidates ",Douglas J. J. Peters,Democratic,"5,124",,0,"13,206"
Prince George's,"District 24
Democratic Candidates ",Tiffany Alston,Democratic,"1,570",,0,"5,957"
Prince George's,"District 24
Democratic Candidates ",Joanne C. Benson,Democratic,"3,581",,0,"9,743"
Prince George's,"District 24
Democratic Candidates ","Everett D. Browning, Sr.",Democratic,901,,0,"3,007"
Prince George's,"District 25
Democratic Candidates ",Angela M. Angel,Democratic,"2,112",,0,"7,056"
Prince George's,"District 25
Democratic Candidates ",Melony Griffith,Democratic,"3,728",,0,"10,571"
Prince George's,"District 25
Democratic Candidates ",Jonathan Edward Rosero,Democratic,403,,0,"1,574"
Prince George's,"District 26
Republican Candidates ",Ike Puzon,Republican,99,,0,410
Prince George's,Democratic Candidates ,Obie Patterson,Democratic,"4,244",,0,"11,151"
Prince George's,Democratic Candidates ,Jamila J. Woods,Democratic,"2,430",,0,"8,035"
Prince George's,"District 27
Republican Candidates ","Roussan ""Rou"" Etienne, Jr.",Republican,22,,0,101
Prince George's,"District 27
Republican Candidates ",Jesse Allen Peed,Republican,54,,0,265
Prince George's,Democratic Candidates ,Tommi Makila,Democratic,763,,0,"2,653"
Prince George's,Democratic Candidates ,"Thomas V. Mike Miller, Jr.",Democratic,"1,975",,0,"6,126"
Prince George's,"District 47
Republican Candidates ","Fred Price, Jr.",Republican,36,,0,249
Prince George's,Democratic Candidates ,Malcolm Augustine,Democratic,"1,750",,0,"7,403"
Prince George's,Democratic Candidates ,Adrian Petrus,Democratic,302,,0,"1,391"
Prince George's,"House of Delegates

District 21
Republican Candidates ",Chike Anyanwu,Republican,117,,0,549
Prince George's,"House of Delegates

District 21
Republican Candidates ",Richard Douglas,Republican,137,,0,670
Prince George's,Democratic Candidates ,Ben Barnes,Democratic,"1,772",,0,"5,794"
Prince George's,Democratic Candidates ,Matt Dernoga,Democratic,"1,213",,0,"4,201"
Prince George's,Democratic Candidates ,Mary A. Lehman,Democratic,"1,384",,0,"4,480"
Prince George's,Democratic Candidates ,"James E. McDowell, Jr.",Democratic,175,,0,745
Prince George's,Democratic Candidates ,Joseline Peña-Melnyk,Democratic,"2,037",,0,"6,769"
Prince George's,Democratic Candidates ,Brencis Smith,Democratic,265,,0,831
Prince George's,"District 22
Republican Candidates ",Winnie Obike,Republican,90,,0,493
Prince George's,Democratic Candidates ,Tawanna P. Gaines,Democratic,"2,264",,0,"8,253"
Prince George's,Democratic Candidates ,Anne Healey,Democratic,"1,803",,0,"6,573"
Prince George's,Democratic Candidates ,Ashanti Martinez,Democratic,756,,0,"3,342"
Prince George's,Democratic Candidates ,Alonzo T. Washington,Democratic,"2,698",,0,"10,335"
Prince George's,Democratic Candidates ,Nicole A. Williams,Democratic,"1,180",,0,"4,557"
Prince George's,"District 23A
Republican Candidates ",Kathleen Kositzky Crank,Republican,101,,0,416
Prince George's,Democratic Candidates ,Shabnam Ahmed,Democratic,619,,0,"2,472"
Prince George's,Democratic Candidates ,Kevin Samuel Thomas,Democratic,132,,0,454
Prince George's,Democratic Candidates ,Geraldine Valentino-Smith,Democratic,"1,068",,0,"2,507"
Prince George's,"District 23B
Democratic Candidates ",Caleb L. Gilchrist,Democratic,361,,0,"1,344"
Prince George's,"District 23B
Democratic Candidates ","Marvin E. Holmes, Jr.",Democratic,"3,225",,0,"7,985"
Prince George's,"District 23B
Democratic Candidates ",Paul Manicone,Democratic,227,,0,718
Prince George's,"District 23B
Democratic Candidates ",Pennie Parker,Democratic,289,,0,"1,047"
Prince George's,"District 23B
Democratic Candidates ",Denise Tyler,Democratic,"1,105",,0,"3,007"
Prince George's,"District 23B
Democratic Candidates ","Joseph F. Vallario, Jr.",Democratic,"2,365",,0,"6,302"
Prince George's,"District 23B
Democratic Candidates ",Ron Watson,Democratic,"3,475",,0,"8,593"
Prince George's,"District 24
Democratic Candidates ",Erek L. Barron,Democratic,"3,459",,0,"9,516"
Prince George's,"District 24
Democratic Candidates ",Sia Finoh,Democratic,522,,0,"2,285"
Prince George's,"District 24
Democratic Candidates ",Andrea Fletcher Harrison,Democratic,"2,465",,0,"6,813"
Prince George's,"District 24
Democratic Candidates ",Marnitta L. King,Democratic,876,,0,"3,348"
Prince George's,"District 24
Democratic Candidates ",Jazz Lewis,Democratic,"3,112",,0,"8,161"
Prince George's,"District 24
Democratic Candidates ",Delaneo Miller,Democratic,301,,0,"1,112"
Prince George's,"District 24
Democratic Candidates ","Maurice Simpson, Jr.",Democratic,"1,170",,0,"3,566"
Prince George's,"District 24
Democratic Candidates ",Joyce Starks,Democratic,479,,0,"1,685"
Prince George's,"District 24
Democratic Candidates ",LaTasha R. Ward,Democratic,"1,718",,0,"5,461"
Prince George's,"District 24
Democratic Candidates ","Donjuan ""DJ"" Williams",Democratic,561,,0,"1,717"
Prince George's,"District 24
Democratic Candidates ",Michelle R. Wright,Democratic,880,,0,"3,172"
Prince George's,"District 25
Democratic Candidates ",Darryl Barnes,Democratic,"4,431",,0,"12,595"
Prince George's,"District 25
Democratic Candidates ",Wala Blegay,Democratic,"2,025",,0,"6,032"
Prince George's,"District 25
Democratic Candidates ",Nick Charles,Democratic,"2,768",,0,"8,054"
Prince George's,"District 25
Democratic Candidates ",Maurice Culbreath,Democratic,619,,0,"1,958"
Prince George's,"District 25
Democratic Candidates ",Dereck E. Davis,Democratic,"4,189",,0,"11,717"
Prince George's,"District 25
Democratic Candidates ",Sherman R. Hardy,Democratic,600,,0,"2,129"
Prince George's,"District 25
Democratic Candidates ",Stanley Onye,Democratic,596,,0,"2,005"
Prince George's,"District 25
Democratic Candidates ",Kent Roberson,Democratic,797,,0,"3,023"
Prince George's,"District 26
Democratic Candidates ",Sean Chao,Democratic,485,,0,"1,728"
Prince George's,"District 26
Democratic Candidates ",Diedra Henry-Spires,Democratic,992,,0,"2,810"
Prince George's,"District 26
Democratic Candidates ","Leonard ""Lennie"" Moses",Democratic,"1,096",,0,"3,376"
Prince George's,"District 26
Democratic Candidates ",Sade Oshinubi,Democratic,"1,328",,0,"4,044"
Prince George's,"District 26
Democratic Candidates ",David Sloan,Democratic,"1,624",,0,"4,314"
Prince George's,"District 26
Democratic Candidates ",Veronica Turner,Democratic,"3,662",,0,"9,867"
Prince George's,"District 26
Democratic Candidates ",Kris Valderrama,Democratic,"3,490",,0,"9,292"
Prince George's,"District 26
Democratic Candidates ",Jay Walker,Democratic,"4,305",,0,"11,398"
Prince George's,"District 27A
Democratic Candidates ",Lynn Jackson,Democratic,283,,0,"1,125"
Prince George's,"District 27A
Democratic Candidates ","Ronald McDaniel, Jr.",Democratic,86,,0,362
Prince George's,"District 27A
Democratic Candidates ",Susie Proctor,Democratic,972,,0,"2,920"
Prince George's,"District 27A
Democratic Candidates ","Joe Spears, Jr.",Democratic,297,,0,880
Prince George's,"District 27B
Republican Candidates ",Philip A. Parenti,Republican,18,,0,121
Prince George's,"District 27B
Republican Candidates ",Michael A. Thomas,Republican,18,,0,82
Prince George's,Democratic Candidates ,Michael A. Jackson,Democratic,"1,030",,0,"3,300"
Prince George's,"District 47A
Democratic Candidates ",Diana M. Fennell,Democratic,"1,244",,0,"4,905"
Prince George's,"District 47A
Democratic Candidates ",Julian Ivey,Democratic,976,,0,"4,229"
Prince George's,"District 47A
Democratic Candidates ",Jimmy Tarlau,Democratic,"1,034",,0,"3,843"
Prince George's,"District 47B
Democratic Candidates ",Robert F. Asprilla,Democratic,10,,0,42
Prince George's,"District 47B
Democratic Candidates ",Wanika Fisher,Democratic,221,,0,"1,118"
Prince George's,"District 47B
Democratic Candidates ",Carlo Sanchez,Democratic,114,,0,729
Prince George's,"Judge of the Circuit Court

Judicial Circuit 7
Republican Ballot ",Tiffany H. Anderson,,762,,0,"3,264"
Prince George's,"Judge of the Circuit Court

Judicial Circuit 7
Republican Ballot ",Robin Bright,,744,,0,"3,130"
Prince George's,"Judge of the Circuit Court

Judicial Circuit 7
Republican Ballot ",Peter Killough,,709,,0,"3,052"
Prince George's,"Judge of the Circuit Court

Judicial Circuit 7
Republican Ballot ",William Snoddy,,709,,0,"2,977"
Prince George's,"Judge of the Circuit Court

Judicial Circuit 7
Republican Ballot ",Sean D. Wallace,,733,,0,"3,120"
Prince George's,"Judge of the Circuit Court

Judicial Circuit 7
Republican Ballot ",Judy Lynn Woodall,,755,,0,"3,165"
Prince George's,Democratic Ballot ,Tiffany H. Anderson,,"31,776",,0,"97,747"
Prince George's,Democratic Ballot ,Robin Bright,,"29,160",,0,"87,059"
Prince George's,Democratic Ballot ,Peter Killough,,"27,615",,0,"81,152"
Prince George's,Democratic Ballot ,William Snoddy,,"27,637",,0,"81,104"
Prince George's,Democratic Ballot ,Sean D. Wallace,,"28,427",,0,"84,377"
Prince George's,Democratic Ballot ,Judy Lynn Woodall,,"28,904",,0,"85,777"
Queen Anne's,"Governor / Lt. Governor

Republican Candidates ",Larry Hogan and Boyd K. Rutherford,Republican,"1,498",,0,"4,637"
Queen Anne's,Democratic Candidates ,"Rushern L. Baker, III and Elizabeth Embry",Democratic,181,,0,429
Queen Anne's,Democratic Candidates ,Ralph Jaffe and Freda Jaffe,Democratic,12,,0,38
Queen Anne's,Democratic Candidates ,Ben Jealous and Susan Turnbull,Democratic,411,,0,"1,024"
Queen Anne's,Democratic Candidates ,"James Hugh Jones, II and Charles S. Waters",Democratic,7,,0,28
Queen Anne's,Democratic Candidates ,Valerie Ervin and Marisol Johnson *,Democratic,30,,0,98
Queen Anne's,Democratic Candidates ,Rich Madaleno and Luwanda Jenkins,Democratic,56,,0,133
Queen Anne's,Democratic Candidates ,Alec Ross and Julie C. Verratti,Democratic,29,,0,98
Queen Anne's,Democratic Candidates ,Jim Shea and Brandon M. Scott,Democratic,104,,0,258
Queen Anne's,Democratic Candidates ,Krish O'Mara Vignarajah and Sharon Y. Blake,Democratic,112,,0,313
Queen Anne's,"Comptroller

Republican Candidates ",Anjali Reed Phukan,Republican,"1,102",,0,"3,467"
Queen Anne's,Democratic Candidates ,Peter Franchot,Democratic,899,,0,"2,317"
Queen Anne's,"Attorney General

Republican Candidates ",Craig Wolf,Republican,"1,197",,0,"3,698"
Queen Anne's,Democratic Candidates ,Brian E. Frosh,Democratic,877,,0,"2,241"
Queen Anne's,"U.S. Senator

Republican Candidates ",Tony Campbell,Republican,324,,0,"1,036"
Queen Anne's,"U.S. Senator

Republican Candidates ",Chris Chaffee,Republican,382,,0,"1,187"
Queen Anne's,"U.S. Senator

Republican Candidates ",Evan M. Cronhardt,Republican,27,,0,77
