county,race,party,candidate,votes
Buchanan,Circuit Judge - Circuit 5 Division 1,Republican,Kate Schaefer,"6,108"
Buchanan,Circuit Judge - Circuit 5 Division 1,Democratic,Arthur David Peppard,"5,703"
Buchanan,Circuit Judge - Circuit 5 Division 3,Democratic,Patrick K. Robb,"6,030"
Buchanan,Circuit Judge - Circuit 5 Division 4,Democratic,Daniel F. Kellogg,"6,072"
Butler,U.S. Senator,Republican,Tony Monetti,443
Butler,U.S. Senator,Republican,Austin Petersen,508
Butler,U.S. Senator,Republican,Josh Hawley,"3,615"
Butler,U.S. Senator,Republican,Fred Ryman,132
Butler,U.S. Senator,Republican,Christina Smith,417
Butler,U.S. Senator,Republican,Kristi Nichols,477
Butler,U.S. Senator,Republican,Bradley Krembs,54
Butler,U.S. Senator,Republican,Ken Patterson,241
Butler,U.S. Senator,Republican,Brian G. Hagg,67
Butler,U.S. Senator,Republican,Courtland Sykes,81
Butler,U.S. Senator,Republican,Peter Pfeifer,306
Butler,U.S. Senator,Democratic,Carla (Coffee) Wright,31
Butler,U.S. Senator,Democratic,Angelica Earl,29
Butler,U.S. Senator,Democratic,Leonard Joseph Steinman II,7
Butler,U.S. Senator,Democratic,John Hogan,27
Butler,U.S. Senator,Democratic,Travis Gonzalez,4
Butler,U.S. Senator,Democratic,David Faust,19
Butler,U.S. Senator,Democratic,Claire McCaskill,784
Butler,U.S. Senator,Libertarian,Japheth Campbell,4
Butler,U.S. Senator,Green,Jo Crain,2
Butler,U.S. Senator,Green,Jerome Bauer,0
Butler,State Auditor,Republican,Kevin M. Roach,"1,854"
Butler,State Auditor,Republican,David Wasinger,895
Butler,State Auditor,Republican,Paul Curtman,931
Butler,State Auditor,Republican,Saundra McDowell,"1,915"
Butler,State Auditor,Democratic,Nicole Galloway,752
Butler,State Auditor,Libertarian,Sean O'Toole,4
Butler,State Auditor,Green,Don Fitz,2
Butler,State Auditor,Constitution,Jacob Luetkemeyer,1
Butler,U.S. Representative - District 8,Republican,Jason Smith,"5,981"
Butler,U.S. Representative - District 8,Democratic,Kathy Ellis,771
Butler,U.S. Representative - District 8,Libertarian,Jonathan L. Shell,4
Butler,State Representative - District 152,Republican,Hardy Billington,"3,185"
Butler,State Representative - District 152,Democratic,Robert L. Smith,540
Butler,State Representative - District 153,Republican,Jack (Skip) Johnson,850
Butler,State Representative - District 153,Republican,Jeff Shawan,"1,661"
Butler,State Representative - District 153,Democratic,Matt Michel,259
Caldwell,U.S. Senator,Republican,Tony Monetti,178
Caldwell,U.S. Senator,Republican,Austin Petersen,113
Caldwell,U.S. Senator,Republican,Josh Hawley,867
Caldwell,U.S. Senator,Republican,Fred Ryman,35
Caldwell,U.S. Senator,Republican,Christina Smith,102
Caldwell,U.S. Senator,Republican,Kristi Nichols,136
Caldwell,U.S. Senator,Republican,Bradley Krembs,14
Caldwell,U.S. Senator,Republican,Ken Patterson,52
Caldwell,U.S. Senator,Republican,Brian G. Hagg,18
Caldwell,U.S. Senator,Republican,Courtland Sykes,18
Caldwell,U.S. Senator,Republican,Peter Pfeifer,37
Caldwell,U.S. Senator,Democratic,Carla (Coffee) Wright,41
Caldwell,U.S. Senator,Democratic,Angelica Earl,25
Caldwell,U.S. Senator,Democratic,Leonard Joseph Steinman II,16
Caldwell,U.S. Senator,Democratic,John Hogan,33
Caldwell,U.S. Senator,Democratic,Travis Gonzalez,14
Caldwell,U.S. Senator,Democratic,David Faust,26
Caldwell,U.S. Senator,Democratic,Claire McCaskill,382
Caldwell,U.S. Senator,Libertarian,Japheth Campbell,9
Caldwell,U.S. Senator,Green,Jo Crain,3
Caldwell,U.S. Senator,Green,Jerome Bauer,1
Caldwell,State Auditor,Republican,Kevin M. Roach,349
Caldwell,State Auditor,Republican,David Wasinger,261
Caldwell,State Auditor,Republican,Paul Curtman,183
Caldwell,State Auditor,Republican,Saundra McDowell,629
Caldwell,State Auditor,Democratic,Nicole Galloway,475
Caldwell,State Auditor,Libertarian,Sean O'Toole,8
Caldwell,State Auditor,Green,Don Fitz,4
Caldwell,State Auditor,Constitution,Jacob Luetkemeyer,3
Caldwell,U.S. Representative - District 6,Republican,Sam Graves,"1,476"
Caldwell,U.S. Representative - District 6,Democratic,Winston Apple,137
Caldwell,U.S. Representative - District 6,Democratic,Henry Robert Martin,204
Caldwell,U.S. Representative - District 6,Democratic,Ed Andres,124
Caldwell,U.S. Representative - District 6,Libertarian,Dan Hogan,9
Caldwell,State Representative - District 8,Republican,James W. (Jim) Neely,"1,481"
Caldwell,State Representative - District 8,Democratic,Caleb McKnight,449
Caldwell,Circuit Judge - Circuit 43 Division 1,Republican,Tom Chapman,"1,373"
Caldwell,Circuit Judge - Circuit 43 Division 2,Republican,Ryan W. Horsman,"1,365"
Caldwell,Circuit Judge - Circuit 43 Division 2,Democratic,Brent Elliott,468
Callaway,U.S. Senator,Republican,Tony Monetti,402
Callaway,U.S. Senator,Republican,Austin Petersen,906
Callaway,U.S. Senator,Republican,Josh Hawley,"3,477"
Callaway,U.S. Senator,Republican,Fred Ryman,68
Callaway,U.S. Senator,Republican,Christina Smith,386
Callaway,U.S. Senator,Republican,Kristi Nichols,504
Callaway,U.S. Senator,Republican,Bradley Krembs,41
Callaway,U.S. Senator,Republican,Ken Patterson,192
Callaway,U.S. Senator,Republican,Brian G. Hagg,73
Callaway,U.S. Senator,Republican,Courtland Sykes,76
Callaway,U.S. Senator,Republican,Peter Pfeifer,171
Callaway,U.S. Senator,Democratic,Carla (Coffee) Wright,158
Callaway,U.S. Senator,Democratic,Angelica Earl,61
Callaway,U.S. Senator,Democratic,Leonard Joseph Steinman II,64
Callaway,U.S. Senator,Democratic,John Hogan,80
Callaway,U.S. Senator,Democratic,Travis Gonzalez,54
Callaway,U.S. Senator,Democratic,David Faust,89
Callaway,U.S. Senator,Democratic,Claire McCaskill,"2,422"
Callaway,U.S. Senator,Libertarian,Japheth Campbell,67
Callaway,U.S. Senator,Green,Jo Crain,1
Callaway,U.S. Senator,Green,Jerome Bauer,5
Callaway,State Auditor,Republican,Kevin M. Roach,"1,198"
Callaway,State Auditor,Republican,David Wasinger,"1,021"
Callaway,State Auditor,Republican,Paul Curtman,"1,056"
Callaway,State Auditor,Republican,Saundra McDowell,"2,300"
Callaway,State Auditor,Democratic,Nicole Galloway,"2,634"
Callaway,State Auditor,Libertarian,Sean O'Toole,62
Callaway,State Auditor,Green,Don Fitz,6
Callaway,State Auditor,Constitution,Jacob Luetkemeyer,14
Callaway,U.S. Representative - District 3,Republican,Chadwick Bicknell,"1,245"
Callaway,U.S. Representative - District 3,Republican,Blaine Luetkemeyer,"5,178"
Callaway,U.S. Representative - District 3,Democratic,Katy Geppert,"2,535"
Callaway,U.S. Representative - District 3,Libertarian,Donald V. Stolle,60
Callaway,State Senator - District 10,Republican,Jeanie Riddle,"5,891"
Callaway,State Senator - District 10,Democratic,Ayanna Shivers,"2,506"
Callaway,State Representative - District 43,Republican,Kent Haden,"1,214"
Callaway,State Representative - District 43,Republican,Adela Falk,204
Callaway,State Representative - District 43,Republican,Ed Lockwood,226
Callaway,State Representative - District 43,Democratic,Jamie Blair,500
Callaway,State Representative - District 49,Republican,Travis Fitzwater,"4,273"
Callaway,State Representative - District 49,Democratic,Lisa Buhr,"2,054"
Callaway,Circuit Judge - Circuit 13 Division 1,Republican,Brouck Jacobs,"5,149"
Callaway,Circuit Judge - Circuit 13 Division 1,Democratic,Finley Gibbs,"2,435"
Callaway,Circuit Judge - Circuit 13 Division 3,Republican,Kevin Crane,"5,484"
Camden,U.S. Senator,Republican,Tony Monetti,606
Camden,U.S. Senator,Republican,Austin Petersen,500
Camden,U.S. Senator,Republican,Josh Hawley,"5,054"
Camden,U.S. Senator,Republican,Fred Ryman,108
Camden,U.S. Senator,Republican,Christina Smith,415
Camden,U.S. Senator,Republican,Kristi Nichols,763
Camden,U.S. Senator,Republican,Bradley Krembs,54
Camden,U.S. Senator,Republican,Ken Patterson,229
Camden,U.S. Senator,Republican,Brian G. Hagg,92
Camden,U.S. Senator,Republican,Courtland Sykes,109
Camden,U.S. Senator,Republican,Peter Pfeifer,151
Camden,U.S. Senator,Democratic,Carla (Coffee) Wright,86
Camden,U.S. Senator,Democratic,Angelica Earl,30
Camden,U.S. Senator,Democratic,Leonard Joseph Steinman II,17
Camden,U.S. Senator,Democratic,John Hogan,54
Camden,U.S. Senator,Democratic,Travis Gonzalez,22
Camden,U.S. Senator,Democratic,David Faust,48
Camden,U.S. Senator,Democratic,Claire McCaskill,"1,840"
Camden,U.S. Senator,Libertarian,Japheth Campbell,22
Camden,U.S. Senator,Green,Jo Crain,1
Camden,U.S. Senator,Green,Jerome Bauer,0
Camden,State Auditor,Republican,Kevin M. Roach,"1,569"
Camden,State Auditor,Republican,David Wasinger,"1,901"
Camden,State Auditor,Republican,Paul Curtman,"1,164"
Camden,State Auditor,Republican,Saundra McDowell,"2,610"
Camden,State Auditor,Democratic,Nicole Galloway,"1,844"
Camden,State Auditor,Libertarian,Sean O'Toole,21
Camden,State Auditor,Green,Don Fitz,1
Camden,State Auditor,Constitution,Jacob Luetkemeyer,2
Camden,U.S. Representative - District 3,Republican,Chadwick Bicknell,996
Camden,U.S. Representative - District 3,Republican,Blaine Luetkemeyer,"3,693"
Camden,U.S. Representative - District 3,Democratic,Katy Geppert,"1,056"
Camden,U.S. Representative - District 3,Libertarian,Donald V. Stolle,14
Camden,U.S. Representative - District 4,Republican,John Webb,978
Camden,U.S. Representative - District 4,Republican,Vicky Hartzler,"2,530"
Camden,U.S. Representative - District 4,Democratic,Renee Hoagenson,343
Camden,U.S. Representative - District 4,Democratic,Hallie J Thompson,470
Camden,U.S. Representative - District 4,Libertarian,Steven Koonse,4
Camden,U.S. Representative - District 4,Libertarian,Mark Bliss,4
Camden,State Senator - District 16,Republican,Justin Dan Brown,"2,248"
Camden,State Senator - District 16,Republican,Diane Franklin,"4,667"
Camden,State Senator - District 16,Republican,Keith Frederick,"1,534"
Camden,State Senator - District 16,Democratic,Ryan Dillon,"1,843"
Camden,State Representative - District 123,Republican,Suzie Pollock,"1,241"
Camden,State Representative - District 123,Republican,Thomas Wyatt,"1,209"
Camden,State Representative - District 123,Republican,Wes Powell,273
Camden,State Representative - District 123,Republican,Nathan Williams,"1,397"
Camden,State Representative - District 123,Democratic,Joe Register,677
Camden,State Representative - District 124,Republican,Rocky Miller,"3,578"
Camden,State Representative - District 124,Democratic,Steve Dakopolos,"1,160"
Camden,Circuit Judge - Circuit 26 Division 1,Republican,Matt Hamner,"6,762"
Cape Girardeau,U.S. Senator,Republican,Tony Monetti,617
Cape Girardeau,U.S. Senator,Republican,Austin Petersen,740
Cape Girardeau,U.S. Senator,Republican,Josh Hawley,"7,456"
Cape Girardeau,U.S. Senator,Republican,Fred Ryman,162
Cape Girardeau,U.S. Senator,Republican,Christina Smith,582
Cape Girardeau,U.S. Senator,Republican,Kristi Nichols,727
Cape Girardeau,U.S. Senator,Republican,Bradley Krembs,58
Cape Girardeau,U.S. Senator,Republican,Ken Patterson,310
Cape Girardeau,U.S. Senator,Republican,Brian G. Hagg,78
Cape Girardeau,U.S. Senator,Republican,Courtland Sykes,117
Cape Girardeau,U.S. Senator,Republican,Peter Pfeifer,416
Cape Girardeau,U.S. Senator,Democratic,Carla (Coffee) Wright,122
Cape Girardeau,U.S. Senator,Democratic,Angelica Earl,64
Cape Girardeau,U.S. Senator,Democratic,Leonard Joseph Steinman II,26
Cape Girardeau,U.S. Senator,Democratic,John Hogan,53
Cape Girardeau,U.S. Senator,Democratic,Travis Gonzalez,33
Cape Girardeau,U.S. Senator,Democratic,David Faust,60
Cape Girardeau,U.S. Senator,Democratic,Claire McCaskill,"2,890"
Cape Girardeau,U.S. Senator,Libertarian,Japheth Campbell,66
Cape Girardeau,U.S. Senator,Green,Jo Crain,8
Cape Girardeau,U.S. Senator,Green,Jerome Bauer,3
Cape Girardeau,State Auditor,Republican,Kevin M. Roach,"2,341"
Cape Girardeau,State Auditor,Republican,David Wasinger,"2,197"
Cape Girardeau,State Auditor,Republican,Paul Curtman,"1,185"
Cape Girardeau,State Auditor,Republican,Saundra McDowell,"3,999"
Cape Girardeau,State Auditor,Democratic,Nicole Galloway,"2,819"
Cape Girardeau,State Auditor,Libertarian,Sean O'Toole,65
Cape Girardeau,State Auditor,Green,Don Fitz,10
Cape Girardeau,State Auditor,Constitution,Jacob Luetkemeyer,7
Cape Girardeau,U.S. Representative - District 8,Republican,Jason Smith,"10,308"
Cape Girardeau,U.S. Representative - District 8,Democratic,Kathy Ellis,"2,867"
Cape Girardeau,U.S. Representative - District 8,Libertarian,Jonathan L. Shell,65
Cape Girardeau,State Representative - District 146,Republican,Tony LaForest,"2,076"
Cape Girardeau,State Representative - District 146,Republican,Barry D. Hovis,"4,983"
Cape Girardeau,State Representative - District 146,Democratic,Gayla A. Dace,"1,269"
Cape Girardeau,State Representative - District 147,Republican,Kathy Swan,"3,801"
Cape Girardeau,State Representative - District 147,Democratic,Renita Green,"1,583"
Cape Girardeau,Circuit Judge - Circuit 32 Division 2,Republican,Benjamin F. Lewis,"10,314"
Carroll,U.S. Senator,Republican,Tony Monetti,187
Carroll,U.S. Senator,Republican,Austin Petersen,99
Carroll,U.S. Senator,Republican,Josh Hawley,"1,179"
Carroll,U.S. Senator,Republican,Fred Ryman,40
Carroll,U.S. Senator,Republican,Christina Smith,136
Carroll,U.S. Senator,Republican,Kristi Nichols,128
Carroll,U.S. Senator,Republican,Bradley Krembs,27
Carroll,U.S. Senator,Republican,Ken Patterson,88
Carroll,U.S. Senator,Republican,Brian G. Hagg,33
Carroll,U.S. Senator,Republican,Courtland Sykes,33
Carroll,U.S. Senator,Republican,Peter Pfeifer,45
Carroll,U.S. Senator,Democratic,Carla (Coffee) Wright,18
Carroll,U.S. Senator,Democratic,Angelica Earl,5
Carroll,U.S. Senator,Democratic,Leonard Joseph Steinman II,7
Carroll,U.S. Senator,Democratic,John Hogan,13
Carroll,U.S. Senator,Democratic,Travis Gonzalez,7
Carroll,U.S. Senator,Democratic,David Faust,9
Carroll,U.S. Senator,Democratic,Claire McCaskill,223
Carroll,U.S. Senator,Libertarian,Japheth Campbell,3
Carroll,U.S. Senator,Green,Jo Crain,0
Carroll,U.S. Senator,Green,Jerome Bauer,0
Carroll,State Auditor,Republican,Kevin M. Roach,540
Carroll,State Auditor,Republican,David Wasinger,402
Carroll,State Auditor,Republican,Paul Curtman,200
Carroll,State Auditor,Republican,Saundra McDowell,617
Carroll,State Auditor,Democratic,Nicole Galloway,230
Carroll,State Auditor,Libertarian,Sean O'Toole,2
Carroll,State Auditor,Green,Don Fitz,0
Carroll,State Auditor,Constitution,Jacob Luetkemeyer,0
Carroll,U.S. Representative - District 6,Republican,Sam Graves,"2,002"
Carroll,U.S. Representative - District 6,Democratic,Winston Apple,76
Carroll,U.S. Representative - District 6,Democratic,Henry Robert Martin,118
Carroll,U.S. Representative - District 6,Democratic,Ed Andres,56
Carroll,U.S. Representative - District 6,Libertarian,Dan Hogan,2
Carroll,State Representative - District 39,Republican,Peggy McGaugh,"1,967"
Carroll,State Representative - District 39,Democratic,Rick Mellon,236
Carroll,State Representative - District 48,Republican,Dave Muntzel,0
Carroll,State Representative - District 48,Democratic,Raymond (Jeff) Faubion,0
Carroll,Circuit Judge - Circuit 8,Republican,Kevin L. Walden,"1,953"
Carter,U.S. Senator,Republican,Tony Monetti,98
Carter,U.S. Senator,Republican,Austin Petersen,90
Carter,U.S. Senator,Republican,Josh Hawley,688
Carter,U.S. Senator,Republican,Fred Ryman,29
Carter,U.S. Senator,Republican,Christina Smith,138
Carter,U.S. Senator,Republican,Kristi Nichols,129
Carter,U.S. Senator,Republican,Bradley Krembs,14
Carter,U.S. Senator,Republican,Ken Patterson,65
Carter,U.S. Senator,Republican,Brian G. Hagg,20
Carter,U.S. Senator,Republican,Courtland Sykes,26
Carter,U.S. Senator,Republican,Peter Pfeifer,58
Carter,U.S. Senator,Democratic,Carla (Coffee) Wright,7
Carter,U.S. Senator,Democratic,Angelica Earl,2
Carter,U.S. Senator,Democratic,Leonard Joseph Steinman II,2
Carter,U.S. Senator,Democratic,John Hogan,6
Carter,U.S. Senator,Democratic,Travis Gonzalez,5
Carter,U.S. Senator,Democratic,David Faust,7
Carter,U.S. Senator,Democratic,Claire McCaskill,79
Carter,U.S. Senator,Libertarian,Japheth Campbell,0
Carter,U.S. Senator,Green,Jo Crain,0
Carter,U.S. Senator,Green,Jerome Bauer,1
Carter,State Auditor,Republican,Kevin M. Roach,320
Carter,State Auditor,Republican,David Wasinger,192
Carter,State Auditor,Republican,Paul Curtman,187
Carter,State Auditor,Republican,Saundra McDowell,516
Carter,State Auditor,Democratic,Nicole Galloway,84
Carter,State Auditor,Libertarian,Sean O'Toole,0
Carter,State Auditor,Green,Don Fitz,1
Carter,State Auditor,Constitution,Jacob Luetkemeyer,0
Carter,U.S. Representative - District 8,Republican,Jason Smith,"1,292"
Carter,U.S. Representative - District 8,Democratic,Kathy Ellis,83
Carter,U.S. Representative - District 8,Libertarian,Jonathan L. Shell,0
Carter,State Representative - District 153,Republican,Jack (Skip) Johnson,685
Carter,State Representative - District 153,Republican,Jeff Shawan,616
Carter,State Representative - District 153,Democratic,Matt Michel,89
Carter,Circuit Judge - Circuit 37,Republican,Steven Privette,732
Carter,Circuit Judge - Circuit 37,Republican,Melissa Stewart,782
Cass,U.S. Senator,Republican,Tony Monetti,"1,574"
Cass,U.S. Senator,Republican,Austin Petersen,"1,376"
Cass,U.S. Senator,Republican,Josh Hawley,"8,030"
Cass,U.S. Senator,Republican,Fred Ryman,208
Cass,U.S. Senator,Republican,Christina Smith,612
Cass,U.S. Senator,Republican,Kristi Nichols,"1,078"
Cass,U.S. Senator,Republican,Bradley Krembs,94
Cass,U.S. Senator,Republican,Ken Patterson,393
Cass,U.S. Senator,Republican,Brian G. Hagg,154
Cass,U.S. Senator,Republican,Courtland Sykes,164
Cass,U.S. Senator,Republican,Peter Pfeifer,319
Cass,U.S. Senator,Democratic,Carla (Coffee) Wright,510
Cass,U.S. Senator,Democratic,Angelica Earl,275
Cass,U.S. Senator,Democratic,Leonard Joseph Steinman II,125
Cass,U.S. Senator,Democratic,John Hogan,265
Cass,U.S. Senator,Democratic,Travis Gonzalez,226
Cass,U.S. Senator,Democratic,David Faust,263
Cass,U.S. Senator,Democratic,Claire McCaskill,"6,903"
Cass,U.S. Senator,Libertarian,Japheth Campbell,135
Cass,U.S. Senator,Green,Jo Crain,16
Cass,U.S. Senator,Green,Jerome Bauer,6
Cass,State Auditor,Republican,Kevin M. Roach,"3,391"
Cass,State Auditor,Republican,David Wasinger,"2,970"
Cass,State Auditor,Republican,Paul Curtman,"1,647"
Cass,State Auditor,Republican,Saundra McDowell,"4,329"
Cass,State Auditor,Democratic,Nicole Galloway,"7,567"
